day_id,day_of_week,is_weekend,price_level_raw,price_duration_raw,price_ramp_raw,load_level_raw,load_duration_raw,load_ramp_raw,lambda_level_raw,lambda_duration_raw,lambda_ramp_raw,joint_raw,price_level_pct,price_ramp_pct,price_duration_pct,load_level_pct,load_ramp_pct,load_duration_pct,lambda_level_pct,lambda_ramp_pct,lambda_duration_pct,joint_pct,price_stress,load_stress,lambda_stress,stress_unscaled,stress_score
10,3,0,0.7442116498947144,0.03125,1.3754236698150635,1.2945802211761475,0.052083333333333336,1.5774403810501099,1.1577298641204834,0.041666666666666664,1.4312905073165894,0.007291666666666666,0.08,0.04,0.08,0.12,0.36,0.12,0.12,0.12,0.12,0.04,0.07,0.18,0.12,0.1115,0.0
11,4,0,2.488717555999756,0.3229166666666667,1.5865740776062012,2.2783622264862062,0.17708333333333334,1.8006939888000488,2.4496044158935546,0.22916666666666666,1.636702060699463,0.14375,0.84,0.44,0.88,0.68,0.8,0.76,0.76,0.36,0.76,0.8,0.75,0.73,0.6599999999999999,0.737,0.8
12,5,1,2.2469647407531737,0.3020833333333333,2.264104127883911,2.4932536602020265,0.2916666666666667,1.8586277961730957,2.286792039871216,0.34375,1.836476445198059,0.17916666666666664,0.72,1.0,0.76,0.92,0.96,0.96,0.76,0.8,0.96,0.84,0.8,0.94,0.8200000000000001,0.858,0.96
13,6,1,2.4407182693481446,0.4895833333333333,1.5630888938903809,2.258680295944214,0.2708333333333333,1.8287039995193481,2.2733422756195067,0.3229166666666667,2.0819337368011475,0.271875,0.8,0.36,0.92,0.64,0.92,0.88,0.68,0.92,0.88,0.96,0.72,0.77,0.79,0.7839999999999999,0.88
14,0,0,1.667000913619995,0.07291666666666667,1.4820435047149658,2.10514554977417,0.13541666666666666,1.6633875370025635,1.3505072116851808,0.052083333333333336,1.328858494758606,0.014583333333333332,0.48,0.28,0.48,0.44,0.52,0.4,0.2,0.08,0.24,0.08,0.43,0.44999999999999996,0.18,0.347,0.28
15,1,0,3.7080376625061033,0.53125,1.7057251930236816,3.3522183418273928,0.3020833333333333,1.6807200908660889,3.542519187927246,0.4375,1.2544960975646973,0.3572916666666667,1.0,0.64,1.0,0.96,0.6,0.96,1.0,0.04,1.0,0.96,0.91,0.87,0.76,0.881,1.0
16,2,0,2.852699184417725,0.1875,1.6501953601837158,2.4696505069732666,0.125,1.5367623567581177,2.4815823554992678,0.19791666666666666,1.7559254169464111,0.071875,0.88,0.6,0.72,0.88,0.2,0.4,0.84,0.64,0.72,0.72,0.77,0.59,0.76,0.698,0.72
17,3,0,1.5977313041687011,0.08333333333333333,1.968353033065796,2.4799723625183105,0.14583333333333334,1.5416483879089355,2.0012696981430054,0.09375,1.7526038885116577,0.017708333333333333,0.4,0.88,0.48,0.92,0.24,0.6,0.6,0.6,0.48,0.24,0.54,0.67,0.57,0.545,0.48
18,4,0,2.1379367828369142,0.16666666666666666,1.5441162586212158,2.435085821151733,0.21875,1.55682373046875,1.9833634853363038,0.11458333333333333,1.8530668020248413,0.05416666666666667,0.64,0.32,0.64,0.76,0.28,0.84,0.52,0.84,0.48,0.52,0.56,0.66,0.59,0.5934999999999999,0.6
19,5,1,2.0302528381347655,0.14583333333333334,2.131951093673706,2.2528381824493406,0.13541666666666666,1.6661317348480225,1.9971599102020265,0.13541666666666666,2.25443434715271,0.06562499999999999,0.56,0.96,0.64,0.64,0.56,0.4,0.56,0.96,0.56,0.68,0.68,0.56,0.66,0.635,0.68
20,6,1,0.9980889320373536,0.041666666666666664,1.8290379047393799,2.0268374919891357,0.125,1.787480354309082,1.5579583644866943,0.07291666666666667,1.6295043230056763,0.029166666666666664,0.2,0.76,0.08,0.36,0.76,0.4,0.28,0.32,0.32,0.36,0.31000000000000005,0.47,0.30000000000000004,0.372,0.36
21,0,0,2.9590867519378663,0.4166666666666667,1.4598791599273682,2.4381261348724363,0.23958333333333334,1.6998435258865356,2.859356498718262,0.3333333333333333,1.8685301542282104,0.21041666666666667,0.96,0.16,0.92,0.8,0.64,0.88,0.92,0.88,0.88,0.92,0.75,0.78,0.9,0.8084999999999999,0.92
22,1,0,0.9714157104492187,0.041666666666666664,1.650048851966858,1.568766212463379,0.0625,1.6207743883132935,1.164546298980713,0.03125,1.7725908756256104,0.014583333333333332,0.2,0.56,0.08,0.12,0.48,0.16,0.16,0.68,0.12,0.08,0.26,0.22,0.28,0.222,0.16
23,2,0,2.332335329055786,0.3229166666666667,2.062760829925537,2.4414746284484865,0.21875,1.4639147520065308,3.4159411430358886,0.28125,2.4016332626342773,0.18437499999999998,0.76,0.92,0.88,0.8,0.16,0.84,0.92,1.0,0.84,0.84,0.83,0.65,0.9199999999999999,0.782,0.8
24,3,0,2.647541904449463,0.22916666666666666,1.5736371278762817,1.9759943962097166,0.14583333333333334,1.820421576499939,2.4525993347167967,0.1875,1.8194968700408936,0.09791666666666665,0.84,0.4,0.72,0.32,0.88,0.6,0.84,0.72,0.72,0.72,0.7,0.53,0.78,0.6555,0.72
