price,pv,load,lambda,t
225.9475,-1.169426,-77.42335,18.366837,7.4559064
186.48312,1.9045347,138.45331,-10.623873,121.43513
8.971604,-0.96333885,217.91997,16.823048,-27.76363
202.7166,-0.9312411,-7.0971084,40.0411,76.27902
-88.89625,1.9402266,-159.18596,-11.197631,26.100246
-108.20606,0.032107815,120.40721,4.3704824,143.58453
-5.2238684,0.2770034,-123.465485,4.788919,-45.88605
164.1434,-0.015581578,10.850447,16.69422,139.53986
88.82583,-1.1177256,206.6861,19.963839,57.554874
83.933624,-0.39126292,-11.93025,-10.1187315,35.3478
5.770488,-0.36713445,181.45078,30.174301,-28.053349
-88.97453,0.15626502,137.88454,-17.01072,-3.4464903
-21.315037,0.1268398,229.08171,20.657719,-26.572563
-33.197742,0.23615049,-142.01562,5.7490335,114.363235
-26.564857,2.18725,-77.25455,12.727116,173.80373
71.01166,1.3187968,6.984947,7.7668805,15.850099
-202.95238,0.4316459,-148.70032,3.3929067,167.8567
274.38046,-0.096483395,88.83554,-4.81693,18.857807
68.61995,0.8409269,66.47767,18.21162,46.866764
30.51263,-0.56296074,108.80882,3.160965,159.17952
387.63776,1.0424792,-107.34188,7.410506,-90.68915
172.75931,-0.9015266,77.48996,-4.0478826,-56.096516
-88.58169,-0.109860584,180.8759,-21.398949,-40.37627
-192.0591,0.94478214,-122.741325,23.933083,99.128075
4.021443,2.5492024,53.44895,15.115244,188.75877
316.60574,0.76545936,146.7683,6.5929804,-95.42817
-128.05779,0.002427208,25.728098,-16.031155,-161.69305
227.62543,1.9257498,98.47184,34.609486,-41.688976
41.809185,0.6891719,129.407,1.2244476,62.361942
-44.039886,0.43213952,-165.97229,-16.964962,297.59653
-34.630142,-1.6301633,202.16354,27.393364,281.2305
-69.081375,-1.3171011,-26.892204,-6.5087557,-39.542316
55.77619,-1.0911409,123.25296,3.578867,-25.962112
72.03567,3.0053613,222.76778,-4.8953013,-124.00078
34.4283,1.5791149,118.72249,-15.947992,92.91562
57.213413,0.14620376,106.753006,38.701527,212.80612
50.599728,-0.93987495,1.3643777,-15.013769,-71.36317
274.26498,-2.219662,113.51605,-13.294374,-4.5464363
-10.891229,1.3126115,-192.58081,16.389679,37.61254
-70.959206,-1.2602252,53.78553,-2.2349498,3.4078808
82.50083,1.5659285,-81.5923,-39.497017,74.93892
-7.734606,0.24008806,12.735317,10.374178,-144.33195
165.21678,1.3501579,102.90052,34.958897,-84.98294
7.7190495,2.1036155,-269.5964,-1.1966934,128.87622
374.83878,1.0837646,281.0016,-16.873585,42.79157
297.2702,2.074729,148.8212,1.4223039,66.14729
-58.044224,-1.2264048,158.01462,41.16043,41.144753
6.2981057,-0.039100066,106.2671,24.791685,15.808925
-27.735577,3.1879764,32.97293,33.25462,-153.05801
25.694454,0.8330612,213.61412,27.924103,39.897415
-27.617792,-1.4967165,-54.886784,16.190369,45.602673
362.91388,0.8448377,129.51085,21.039999,101.58236
44.44989,1.8799335,-23.186787,8.204593,-33.929993
99.78906,0.44636446,115.92347,-7.1268563,-10.501846
397.05875,-0.9711623,128.19156,-2.9121182,-4.4484024
105.17852,0.006779679,-30.01804,-9.545646,47.825993
177.23343,0.42173156,71.58066,-0.9145993,120.5484
-91.50514,2.4425871,94.233315,0.81546843,117.241776
46.767788,1.0561119,11.74113,10.635633,-45.98951
231.09593,-1.295931,-118.59334,3.7350373,189.96014
43.71435,-0.43519676,-101.9998,5.4222255,-83.42486
-86.31126,0.7368997,155.96063,12.081873,19.620775
-48.330185,0.7048054,-223.84584,8.098463,82.38754
-177.96838,0.9371502,265.93652,-7.1524687,70.20953
-242.34218,0.9036666,159.73991,-10.68746,-60.391815
-120.7131,0.2673577,248.26526,-10.050439,48.8138
36.904144,-0.38594532,7.8510623,19.051907,-32.93594
-145.86163,0.96660185,74.832634,1.6027589,35.439342
526.588,2.1570342,-70.07112,51.263714,127.40203
184.37332,2.8765996,37.673576,14.319818,133.7726
-38.754272,2.030273,29.79143,38.189972,-110.42912
85.381065,1.6725844,10.53599,6.2972035,-172.46957
-81.66689,-0.6065281,205.35269,13.871932,-2.6975079
198.2698,-0.13803709,275.88647,33.214024,-3.338462
257.87183,1.0003717,107.80087,-12.426245,330.8575
198.51279,-0.8496816,98.3225,26.448036,-71.55111
-50.955585,1.2234874,64.54731,4.7105145,42.62863
223.97049,1.7018988,277.67276,-0.029241443,2.2091222
46.333496,0.8466917,222.42581,40.07931,33.188072
-184.47884,1.4352133,4.8640656,-32.52408,202.17941
67.98861,-0.5744489,9.850752,16.991323,212.84645
33.94567,0.7921391,264.8051,22.558365,-75.96505
103.35227,-0.37036344,12.868271,19.75023,-227.49838
102.93103,1.1925534,-36.34326,-11.164799,-56.400543
-2.679494,1.5978504,-25.81595,-6.340543,255.6519
25.948235,1.3056571,135.36627,-2.460933,-48.47917
229.12868,1.8164724,7.818652,26.355457,134.2202
-64.14643,2.1874993,-97.236694,42.050774,163.12846
0.70464015,1.8546567,12.560384,5.725935,191.63634
20.984173,1.4610175,111.23559,-10.143798,155.64803
63.495457,-0.33627346,-51.280483,12.286506,191.44968
251.4615,-0.32896736,-156.07074,28.915312,19.634869
143.28308,-1.6961473,70.15548,15.368604,6.3611355
-28.630096,0.9176785,74.61171,15.933296,-119.404724
17.89165,0.77510744,118.01143,-2.7815347,54.11981
-25.392256,0.04161813,86.25012,23.706602,45.308853
141.93254,0.48775566,81.80153,1.8944465,-19.773018
-126.42474,0.9914693,41.814266,39.761745,-56.4194
-73.19945,-0.8366901,15.828153,22.634655,371.79898
51.130905,1.0384724,118.16233,14.844637,62.407616
94.73745,-0.29217002,-113.26826,17.365583,14.702421
84.57759,-0.45821267,-296.24982,-22.189552,119.18356
78.74894,0.21478395,48.373302,3.8759942,287.8529
245.53923,-0.14231947,101.93533,16.670078,13.526723
496.75177,1.07373,118.07586,7.9779525,184.47205
249.7378,0.26856217,-61.12085,35.092743,-14.91615
422.591,0.8407041,73.870415,-1.7449942,-71.330986
256.43152,1.1718122,-35.830597,5.002654,-97.91142
200.39124,3.4836223,211.7989,6.1083155,-3.688084
147.60443,0.5918372,43.739475,14.767058,63.260124
269.43454,1.1023157,196.22755,13.056842,135.26251
-154.75589,-1.2433724,37.636703,11.413801,-110.140884
337.8015,1.773276,-187.51399,38.8038,2.5411282
-149.0924,0.7864491,3.757339,11.43502,-68.52859
232.89845,0.13772605,-78.2085,-5.624953,21.97072
-76.7428,-2.2430243,-50.334072,3.5392249,131.97675
-67.92634,2.1459162,-73.974014,-1.779171,-18.09399
142.21797,-0.2996139,87.54486,21.296932,165.20796
-203.44073,-0.8288316,81.319176,57.9604,218.17705
7.8177576,-1.3236506,142.48509,-29.39419,53.479362
224.47408,0.31893325,197.72409,44.377453,187.98611
79.85643,0.008207699,55.46438,9.526822,-84.73243
-42.504406,0.2553741,131.90846,35.859932,-124.64294
250.28432,0.23634978,64.90476,-10.716539,-12.600359
167.20322,-0.9371697,140.332,-23.53446,154.79263
-358.96954,1.0559429,183.55264,6.3339143,-76.75243
40.351982,0.16506661,57.175575,-4.6457825,37.782764
156.75276,2.1709797,89.94523,28.475138,53.17085
138.70593,0.0123935845,192.03679,32.256992,173.19234
-353.6385,0.67066234,141.88954,14.099,38.085976
58.621845,-0.6290635,89.11937,-0.81325114,211.41052
298.3341,0.9348483,96.80674,13.806044,5.431507
45.012028,0.11349975,-51.547333,-4.470502,-74.82746
248.44151,-0.97788286,132.24298,37.068283,-168.02704
-14.239685,-0.38279977,91.20276,42.975063,61.936325
331.83798,0.74271697,-14.928735,0.8730778,66.15039
31.665762,1.9038646,-221.05357,-0.14976382,-55.890446
258.77206,-0.6760988,62.86881,16.475924,91.19704
-13.887245,0.8375183,4.146832,9.505092,217.12553
158.59589,-3.701715,-9.308573,11.512386,3.5114326
-235.97244,-0.8405058,-173.01851,18.916365,164.19528
210.51112,-1.279774,-120.12018,5.9971175,13.748425
53.124588,3.4597864,-202.76027,2.6655543,72.94667
163.18703,-0.6866023,-152.63942,3.8304958,239.27687
131.17796,-2.2590241,-108.58554,6.8284216,159.53873
-168.15686,-0.035866264,141.9985,37.20242,139.69563
11.532917,2.6734157,-31.017546,-11.084815,49.83082
324.82114,1.7421848,180.71783,20.053396,121.69678
185.64395,0.6790186,51.345,-6.5118704,-86.6101
-17.350492,-0.96440655,63.20517,26.128761,29.56847
78.115005,0.5814547,-76.237434,14.422068,100.558174
6.35911,1.4819728,-86.7638,17.076756,109.79465
42.954067,0.8653471,-130.15356,2.038705,156.4717
158.69254,0.21992926,4.4515333,-2.3394754,116.682884
60.69706,-1.0621423,142.62,32.797955,184.61684
-216.78815,-1.3350244,182.66653,6.452922,17.471918
35.56787,-0.9954179,-118.52929,5.9811606,121.87626
246.98674,-1.676298,59.47938,9.183716,44.622826
-253.27142,-1.9967647,18.56862,27.214634,-179.5203
-154.37627,1.4414618,40.240963,7.333621,100.38027
91.5693,-0.039781258,268.67526,21.421566,5.744363
176.53467,0.046711255,-7.577307,-27.527025,-83.13858
396.41617,-0.82995135,91.33871,-1.9140816,-109.26523
34.139072,0.8610045,83.186646,-23.186972,36.835197
-187.10309,0.6790778,25.851402,-18.412432,58.991875
-135.61937,0.5635556,90.34326,1.2004111,-21.914808
315.20078,-0.01620791,-144.54524,6.899946,249.91891
-93.09962,-1.2682894,108.82974,-4.0168333,83.4118
-21.19445,2.092354,-303.75162,-0.040398538,-198.32599
-111.185684,-0.8399577,-3.0475037,12.90754,164.81584
159.74883,0.82383335,106.25996,20.587128,60.27502
129.28993,1.6497866,19.734758,24.658642,139.62897
32.367893,-1.5080853,-56.203617,17.510275,75.0359
253.11015,0.98136616,2.3656213,-22.950497,33.357666
1.2186829,2.02968,44.877342,-16.421736,108.14955
28.53496,0.7515947,206.25883,60.204308,-184.08606
0.9362611,-0.061766483,-3.6589606,4.2820134,-32.81255
206.78899,-0.9399772,56.569393,-4.3029723,-7.7294927
-0.79139644,1.026674,349.19125,-23.672369,102.056625
-30.502375,0.8724952,-335.50262,-10.926592,70.41576
-19.59282,1.7531431,108.44972,-1.6813338,58.432182
0.7240482,1.187883,37.593117,-18.559645,-36.63142
-130.72491,-1.0311489,348.2376,6.83567,27.232521
173.35725,1.0733861,298.45554,-4.6097846,-215.23888
30.70146,1.8443464,235.9499,4.5066304,-82.988625
-117.10564,0.063835785,99.558266,6.901157,-71.12607
-63.028103,0.3263233,87.0478,47.98228,85.31413
177.1221,1.2854949,156.58719,2.255844,364.35107
-209.31941,2.86758,55.507767,14.098526,-49.861782
141.0363,-0.12504187,275.84778,-40.509975,96.4331
285.09036,-0.23533487,50.91711,-10.804861,-18.531307
11.327385,-0.2300873,84.29179,-12.129724,-48.675476
142.79317,0.52975464,51.290813,8.114337,-144.46152
183.7847,0.020672057,98.995255,20.820583,26.10382
378.3172,2.3431706,-122.44049,-4.0206313,3.8578496
23.213966,3.2083879,71.766556,9.316356,110.451355
-168.99918,0.84885406,-178.03764,-19.811848,-61.64009
247.43202,1.7944355,37.340942,33.2882,-42.355225
291.6686,-0.34529883,209.86108,-0.68052113,131.81161
127.04075,-0.18593971,-41.887833,11.567758,66.8641
-111.089134,2.0724154,80.569595,24.097149,201.43709
176.53279,-0.2908808,-15.077097,3.1498902,94.47491
-99.19553,-1.1225117,400.29242,8.813404,-220.62238
273.72552,-1.0251874,97.85812,19.630356,254.22037
323.4177,1.0577147,8.660946,18.392097,144.92363
-105.08633,0.36133957,20.958061,37.43952,57.543182
29.103518,0.5046968,-26.044601,32.584377,-15.426823
291.46188,0.5557718,-224.93947,-33.42898,70.42519
41.051662,-1.3098814,182.78609,2.15314,-346.55173
-14.507835,0.7954345,-90.50338,16.91462,-57.6255
48.739174,0.4864856,-227.1137,-17.676872,128.50458
53.07738,-0.25136885,-57.553444,29.923985,162.31607
-213.02597,0.8877925,250.8456,63.664677,66.24555
233.06084,-1.4051424,117.51737,1.0973699,145.39952
108.26562,-0.763436,22.291563,-4.1851373,-127.14191
38.8676,0.28797382,117.62874,31.780848,-97.210434
-88.159096,0.33740547,39.23724,29.114613,96.7311
129.02332,1.0758187,255.52608,9.084706,-4.7655334
-178.52826,-0.24792904,353.0435,-28.437052,87.53934
8.683265,0.6444873,33.71899,-5.6592607,91.72562
-58.0576,0.6137368,63.300175,-2.6572154,-47.21842
3.7521958,-0.8114738,191.38063,7.208178,114.025375
-40.50459,-0.6248067,52.10216,-6.4655952,85.38553
111.829895,1.8644778,105.920815,27.871489,-141.79909
166.95465,-1.0339901,-114.03208,-19.992416,69.09787
-9.675783,0.36397886,338.29758,15.516225,65.06957
-54.601093,-0.010081763,43.088753,25.346657,87.55714
108.97067,-0.7283787,268.2438,-13.171892,298.7078
-28.191143,0.4376971,23.407038,-30.282913,78.74238
11.890393,-0.5528345,91.41346,40.833458,-51.00761
-100.79693,-0.34806782,362.52133,35.414036,9.695234
44.20959,1.3647367,4.206256,31.574299,-112.88217
42.202938,1.4111527,-118.6349,-1.5162268,171.38152
-90.117905,0.96316487,207.6592,17.826706,144.71547
28.072584,0.5381151,4.719488,20.720655,60.628094
105.17803,-1.0253078,15.193494,20.298586,154.90959
-4.809681,0.6105113,59.558704,21.682434,95.906105
51.00803,0.20856176,-40.20247,2.0941887,101.63842
-185.38322,0.6716577,17.203857,-2.2522812,156.92403
463.01788,0.58858997,-96.41776,27.51891,65.60526
510.4338,1.8790284,-15.495163,19.50678,-41.285305
14.078166,0.09504633,-26.208792,15.016197,142.40369
80.97142,0.23658448,168.03792,2.867586,-60.94532
-356.29984,1.611049,30.659657,9.376606,150.4113
106.83077,0.65142286,310.90417,-4.7088757,185.83174
119.98454,1.0653999,267.1823,13.2072,-70.31958
87.48796,-0.010919602,206.52866,44.900402,64.646736
116.911194,1.0634261,164.17926,-6.450961,88.05244
23.954615,0.041374493,-60.414528,26.645475,42.62172
27.389427,1.2532128,58.161186,-22.25707,-65.46351
139.608,-0.21343867,204.24535,11.704549,24.723827
-223.7775,0.07575269,19.722193,38.851948,-200.06854
322.9332,2.0834403,47.437782,11.505417,8.507843
261.6146,1.325606,258.4434,6.2092376,177.26503
-39.736324,-0.3923888,24.035147,-8.271838,187.95172
164.89586,1.6331382,111.739,37.44497,-5.7156115
317.728,0.8499662,389.7505,-3.7942002,229.097
-127.488106,1.2066492,129.66512,19.368881,-53.672615
-65.21524,0.42075133,74.80071,-21.509853,-71.7745
-70.87081,-0.6487629,32.73245,-1.0251331,-87.90326
27.263924,0.12540285,116.81833,-12.3258505,65.861176
12.2564,-0.068371564,-53.85657,16.131172,-30.873367
-140.36609,-1.3514004,102.44698,44.160683,-149.13437
-30.94762,-0.5283208,-70.10783,0.9933548,34.662983
-81.22511,-1.230711,97.50218,4.3344426,-20.619967
153.50424,0.78448325,236.53503,16.488068,29.813473
-119.37117,1.0345274,11.095098,24.41004,26.453094
5.654996,-0.63981396,-113.203285,19.867357,133.06715
180.23198,2.5305645,144.68967,4.6699862,-47.848717
152.48647,0.12519184,-121.51408,14.666558,-159.72807
-82.28325,-2.0197148,-67.82718,16.531849,35.049995
250.6305,2.8737013,44.508713,12.485157,47.885532
30.635944,0.468765,143.44336,2.1697721,-3.3183775
428.23523,1.1066053,128.64377,-4.4799194,-26.170744
269.57104,0.45855698,-168.2819,45.87856,19.904993
-190.29115,1.04908,-223.68935,8.836973,126.711914
-219.51431,0.6969436,-159.92537,14.951786,92.33225
322.03827,-2.5896773,208.56273,-2.135447,-4.229436
38.30928,-0.18664256,-34.174583,10.532731,184.58548
-25.873596,1.1596491,55.441303,-10.290912,-138.05629
27.961971,1.5625639,168.69147,-11.406063,-220.30342
60.438984,2.2310517,306.31628,39.772537,151.79466
-29.058931,0.38488606,31.76116,-7.7547812,-110.542496
97.56011,1.6261657,136.98344,25.5089,56.9194
174.61107,-0.76967514,-179.63087,10.944297,-100.22992
