day_id,t,price,pv,load,lambda,sin_hour,cos_hour,day_of_week,is_weekend
0,67,50.6,0.004,29.152,2,-0.9469301294951056,-0.3214394653031618,1,0
0,68,60.72,0.0,32.459999999999994,1,-0.9659258262890683,-0.25881904510252063,1,0
0,69,60.72,0.0,42.658,4,-0.9807852804032303,-0.19509032201612866,1,0
0,70,60.72,0.0,34.309999999999995,3,-0.9914448613738104,-0.13052619222005163,1,0
0,71,60.72,0.0,45.853000000000016,5,-0.9978589232386035,-0.06540312923014273,1,0
0,72,50.51,0.0,43.077,9,-1.0,-1.8369701987210297e-16,1,0
0,73,50.51,0.0,45.134,4,-0.9978589232386036,0.06540312923014237,1,0
0,74,50.51,0.0,36.72799999999999,3,-0.9914448613738105,0.13052619222005127,1,0
0,75,50.51,0.0,38.236999999999995,4,-0.9807852804032304,0.1950903220161283,1,0
0,76,47.35,0.0,43.374,4,-0.9659258262890684,0.2588190451025203,1,0
0,77,47.35,0.0,49.157,6,-0.9469301294951057,0.3214394653031615,1,0
0,78,47.35,0.0,45.671,5,-0.923879532511287,0.38268343236508917,1,0
0,79,47.35,0.0,36.080999999999996,5,-0.8968727415326884,0.442288690219001,1,0
0,80,50.4,0.0,44.20700000000001,4,-0.8660254037844386,0.5000000000000001,1,0
0,81,50.4,0.0,38.175,2,-0.8314696123025455,0.5555702330196018,1,0
0,82,50.4,0.0,43.852999999999994,4,-0.7933533402912357,0.6087614290087199,1,0
0,83,50.4,0.0,38.74099999999999,1,-0.7518398074789772,0.6593458151000691,1,0
0,84,47.53,0.0,38.346000000000004,0,-0.7071067811865477,0.7071067811865474,1,0
0,85,47.53,0.0,42.81499999999999,1,-0.6593458151000687,0.7518398074789775,1,0
0,86,47.53,0.0,39.08,4,-0.608761429008721,0.7933533402912349,1,0
0,87,47.53,0.0,43.56,2,-0.555570233019603,0.8314696123025447,1,0
0,88,51.06,0.0,32.881,1,-0.5000000000000004,0.8660254037844384,1,0
0,89,51.06,0.0,33.51199999999999,3,-0.4422886902190014,0.8968727415326883,1,0
0,90,51.06,0.0,39.763999999999996,1,-0.38268343236508956,0.9238795325112868,1,0
0,91,51.06,0.0,28.698999999999998,3,-0.32143946530316186,0.9469301294951056,1,0
0,92,47.55,0.0,33.016,2,-0.25881904510252157,0.9659258262890681,1,0
0,93,47.55,0.0,23.900999999999996,2,-0.19509032201612872,0.9807852804032303,1,0
0,94,47.55,0.0,29.302999999999997,3,-0.13052619222005168,0.9914448613738104,1,0
0,95,47.55,0.0,22.77,1,-0.0654031292301428,0.9978589232386035,1,0
1,0,49.0,0.0,24.897999999999996,1,0.0,1.0,2,0
1,1,49.0,0.0,27.544999999999998,0,0.06540312923014306,0.9978589232386035,2,0
1,2,49.0,0.0,24.348,0,0.13052619222005157,0.9914448613738104,2,0
1,3,49.0,0.0,29.402,0,0.19509032201612825,0.9807852804032304,2,0
1,4,46.6,0.0,20.82,1,0.25881904510252074,0.9659258262890683,2,0
1,5,46.6,0.0,27.300999999999995,1,0.3214394653031616,0.9469301294951057,2,0
1,6,46.6,0.0,23.377000000000002,0,0.3826834323650898,0.9238795325112867,2,0
1,7,46.6,0.0,21.862999999999996,0,0.44228869021900125,0.8968727415326884,2,0
1,8,46.6,0.0,25.605000000000008,1,0.49999999999999994,0.8660254037844387,2,0
1,9,46.6,0.0,22.045999999999996,0,0.5555702330196022,0.8314696123025452,2,0
1,10,46.6,0.0,26.222,0,0.6087614290087207,0.7933533402912352,2,0
1,11,46.6,0.0,21.631,0,0.6593458151000688,0.7518398074789774,2,0
1,12,45.73,0.0,26.054000000000002,0,0.7071067811865476,0.7071067811865476,2,0
1,13,45.73,0.0,22.151999999999997,0,0.7518398074789774,0.6593458151000688,2,0
1,14,45.73,0.0,27.880000000000003,0,0.7933533402912352,0.6087614290087207,2,0
1,15,45.73,0.0,24.595,0,0.8314696123025451,0.5555702330196024,2,0
1,16,46.01,0.0,27.714999999999996,0,0.8660254037844386,0.5000000000000001,2,0
1,17,46.01,0.0,25.823,0,0.8968727415326884,0.44228869021900125,2,0
1,18,46.01,0.0,23.740000000000002,0,0.9238795325112867,0.38268343236508984,2,0
1,19,46.01,0.0,26.877999999999997,0,0.9469301294951056,0.3214394653031617,2,0
1,20,46.45,0.0,29.223999999999997,0,0.9659258262890683,0.25881904510252074,2,0
1,21,46.45,0.0,25.813999999999997,0,0.9807852804032304,0.19509032201612833,2,0
1,22,46.45,0.0,30.105000000000004,0,0.9914448613738104,0.1305261922200517,2,0
1,23,46.45,0.0,23.233,0,0.9978589232386035,0.06540312923014327,2,0
1,24,47.86,0.0,29.828,0,1.0,6.123233995736766e-17,2,0
1,25,47.86,0.0,23.302999999999997,0,0.9978589232386035,-0.06540312923014314,2,0
1,26,47.86,0.0,28.283,0,0.9914448613738104,-0.1305261922200516,2,0
1,27,47.86,0.0,31.252000000000002,0,0.9807852804032304,-0.1950903220161282,2,0
1,28,49.5,0.0,27.397,1,0.9659258262890683,-0.25881904510252063,2,0
1,29,49.5,0.0,32.927,0,0.9469301294951057,-0.3214394653031616,2,0
1,30,49.5,0.0,28.488000000000007,2,0.9238795325112868,-0.3826834323650895,2,0
1,31,49.5,0.0,31.128,2,0.8968727415326884,-0.44228869021900113,2,0
1,32,52.42,0.0,27.55,1,0.8660254037844387,-0.4999999999999998,2,0
1,33,52.42,0.0,37.317,1,0.8314696123025451,-0.5555702330196023,2,0
1,34,52.42,0.0,32.688,5,0.7933533402912352,-0.6087614290087207,2,0
1,35,52.42,0.0,39.046,3,0.7518398074789774,-0.6593458151000688,2,0
1,36,52.42,0.059,36.652,9,0.7071067811865476,-0.7071067811865475,2,0
1,37,52.42,0.059,32.056,4,0.659345815100069,-0.7518398074789773,2,0
1,38,52.42,0.059,33.606,3,0.6087614290087209,-0.793353340291235,2,0
1,39,52.42,0.059,30.935,4,0.5555702330196025,-0.831469612302545,2,0
1,40,52.36,0.209,38.413,0,0.49999999999999994,-0.8660254037844387,2,0
1,41,52.36,0.209,40.626,6,0.4422886902190017,-0.8968727415326881,2,0
1,42,52.36,0.209,35.27,2,0.3826834323650899,-0.9238795325112867,2,0
1,43,52.36,0.209,38.076,4,0.32143946530316175,-0.9469301294951056,2,0
1,44,51.94,0.336,39.41600000000001,1,0.258819045102521,-0.9659258262890682,2,0
1,45,51.94,0.336,35.752,2,0.19509032201612816,-0.9807852804032304,2,0
1,46,51.94,0.336,40.207,2,0.130526192220052,-0.9914448613738104,2,0
1,47,51.94,0.336,32.415,5,0.06540312923014312,-0.9978589232386035,2,0
1,48,51.59,0.353,32.143,3,1.2246467991473532e-16,-1.0,2,0
1,49,51.59,0.353,41.138999999999996,2,-0.06540312923014287,-0.9978589232386035,2,0
1,50,51.59,0.353,32.6,2,-0.13052619222005177,-0.9914448613738104,2,0
1,51,51.59,0.353,35.278999999999996,2,-0.19509032201612792,-0.9807852804032305,2,0
1,52,51.77,0.371,36.11099999999999,3,-0.2588190451025208,-0.9659258262890683,2,0
1,53,51.77,0.371,33.287,2,-0.32143946530316153,-0.9469301294951057,2,0
1,54,51.77,0.371,28.753999999999998,0,-0.38268343236508967,-0.9238795325112868,2,0
1,55,51.77,0.371,34.375,4,-0.44228869021900147,-0.8968727415326883,2,0
1,56,52.61,0.271,28.416999999999998,5,-0.4999999999999997,-0.8660254037844388,2,0
1,57,52.61,0.271,29.545,1,-0.555570233019602,-0.8314696123025455,2,0
1,58,52.61,0.271,36.757999999999996,3,-0.6087614290087207,-0.7933533402912352,2,0
1,59,52.61,0.271,32.538999999999994,1,-0.6593458151000688,-0.7518398074789774,2,0
1,60,60.0,0.12,31.968,3,-0.7071067811865471,-0.7071067811865479,2,0
1,61,60.0,0.12,35.830999999999996,2,-0.7518398074789773,-0.6593458151000691,2,0
1,62,60.0,0.12,30.198999999999998,3,-0.7933533402912349,-0.6087614290087209,2,0
1,63,60.0,0.12,29.066999999999997,4,-0.8314696123025452,-0.5555702330196022,2,0
1,64,69.95,0.004,37.550999999999995,4,-0.8660254037844385,-0.5000000000000004,2,0
1,65,69.95,0.004,34.035000000000004,1,-0.8968727415326883,-0.44228869021900136,2,0
1,66,69.95,0.004,33.60399999999999,5,-0.9238795325112868,-0.3826834323650895,2,0
1,67,69.95,0.004,27.461999999999996,2,-0.9469301294951056,-0.3214394653031618,2,0
1,68,80.0,0.0,30.667,1,-0.9659258262890683,-0.25881904510252063,2,0
1,69,80.0,0.0,40.568,4,-0.9807852804032303,-0.19509032201612866,2,0
1,70,80.0,0.0,39.894999999999996,4,-0.9914448613738104,-0.13052619222005163,2,0
1,71,80.0,0.0,41.996,7,-0.9978589232386035,-0.06540312923014273,2,0
1,72,77.67,0.0,45.538999999999994,8,-1.0,-1.8369701987210297e-16,2,0
1,73,77.67,0.0,43.007,5,-0.9978589232386036,0.06540312923014237,2,0
1,74,77.67,0.0,48.196000000000005,10,-0.9914448613738105,0.13052619222005127,2,0
1,75,77.67,0.0,41.97599999999999,4,-0.9807852804032304,0.1950903220161283,2,0
1,76,76.53,0.0,49.538,5,-0.9659258262890684,0.2588190451025203,2,0
1,77,76.53,0.0,47.995999999999995,3,-0.9469301294951057,0.3214394653031615,2,0
1,78,76.53,0.0,45.108000000000004,7,-0.923879532511287,0.38268343236508917,2,0
1,79,76.53,0.0,42.866,1,-0.8968727415326884,0.442288690219001,2,0
1,80,67.29,0.0,42.573,0,-0.8660254037844386,0.5000000000000001,2,0
1,81,67.29,0.0,43.712,2,-0.8314696123025455,0.5555702330196018,2,0
1,82,67.29,0.0,43.42699999999999,7,-0.7933533402912357,0.6087614290087199,2,0
1,83,67.29,0.0,45.51800000000001,4,-0.7518398074789772,0.6593458151000691,2,0
1,84,55.64,0.0,43.888999999999996,2,-0.7071067811865477,0.7071067811865474,2,0
1,85,55.64,0.0,47.925000000000004,3,-0.6593458151000687,0.7518398074789775,2,0
1,86,55.64,0.0,37.339000000000006,3,-0.608761429008721,0.7933533402912349,2,0
1,87,55.64,0.0,44.741,1,-0.555570233019603,0.8314696123025447,2,0
1,88,53.81,0.0,32.226,0,-0.5000000000000004,0.8660254037844384,2,0
1,89,53.81,0.0,43.772,2,-0.4422886902190014,0.8968727415326883,2,0
1,90,53.81,0.0,39.227000000000004,1,-0.38268343236508956,0.9238795325112868,2,0
1,91,53.81,0.0,39.982,0,-0.32143946530316186,0.9469301294951056,2,0
1,92,52.43,0.0,38.134,0,-0.25881904510252157,0.9659258262890681,2,0
1,93,52.43,0.0,33.635000000000005,2,-0.19509032201612872,0.9807852804032303,2,0
1,94,52.43,0.0,38.779,1,-0.13052619222005168,0.9914448613738104,2,0
1,95,52.43,0.0,21.924,0,-0.0654031292301428,0.9978589232386035,2,0
2,0,50.12,0.0,28.413000000000004,2,0.0,1.0,3,0
2,1,50.12,0.0,24.473000000000006,0,0.06540312923014306,0.9978589232386035,3,0
2,2,50.12,0.0,30.397000000000002,0,0.13052619222005157,0.9914448613738104,3,0
2,3,50.12,0.0,24.441,1,0.19509032201612825,0.9807852804032304,3,0
2,4,47.1,0.0,28.907999999999998,0,0.25881904510252074,0.9659258262890683,3,0
2,5,47.1,0.0,23.575,0,0.3214394653031616,0.9469301294951057,3,0
2,6,47.1,0.0,25.764999999999997,0,0.3826834323650898,0.9238795325112867,3,0
2,7,47.1,0.0,25.804999999999996,1,0.44228869021900125,0.8968727415326884,3,0
2,8,46.4,0.0,23.677,0,0.49999999999999994,0.8660254037844387,3,0
2,9,46.4,0.0,29.623999999999995,0,0.5555702330196022,0.8314696123025452,3,0
2,10,46.4,0.0,25.075,0,0.6087614290087207,0.7933533402912352,3,0
2,11,46.4,0.0,29.501000000000005,1,0.6593458151000688,0.7518398074789774,3,0
2,12,44.0,0.0,22.022000000000002,0,0.7071067811865476,0.7071067811865476,3,0
2,13,44.0,0.0,29.71,0,0.7518398074789774,0.6593458151000688,3,0
2,14,44.0,0.0,22.766000000000002,0,0.7933533402912352,0.6087614290087207,3,0
2,15,44.0,0.0,30.743,0,0.8314696123025451,0.5555702330196024,3,0
2,16,43.88,0.0,25.219,0,0.8660254037844386,0.5000000000000001,3,0
2,17,43.88,0.0,30.530999999999995,0,0.8968727415326884,0.44228869021900125,3,0
2,18,43.88,0.0,24.492,0,0.9238795325112867,0.38268343236508984,3,0
2,19,43.88,0.0,30.355999999999995,0,0.9469301294951056,0.3214394653031617,3,0
2,20,45.92,0.0,24.296,0,0.9659258262890683,0.25881904510252074,3,0
2,21,45.92,0.0,30.616000000000007,0,0.9807852804032304,0.19509032201612833,3,0
2,22,45.92,0.0,26.703000000000007,0,0.9914448613738104,0.1305261922200517,3,0
2,23,45.92,0.0,28.465,0,0.9978589232386035,0.06540312923014327,3,0
2,24,52.46,0.0,24.261,0,1.0,6.123233995736766e-17,3,0
2,25,52.46,0.0,34.127,0,0.9978589232386035,-0.06540312923014314,3,0
2,26,52.46,0.0,25.302,0,0.9914448613738104,-0.1305261922200516,3,0
2,27,52.46,0.0,38.30300000000001,0,0.9807852804032304,-0.1950903220161282,3,0
2,28,58.63,0.0,28.891,3,0.9659258262890683,-0.25881904510252063,3,0
2,29,58.63,0.0,35.659,1,0.9469301294951057,-0.3214394653031616,3,0
2,30,58.63,0.0,27.78,1,0.9238795325112868,-0.3826834323650895,3,0
2,31,58.63,0.0,34.555,2,0.8968727415326884,-0.44228869021900113,3,0
2,32,65.08,0.0,35.434000000000005,4,0.8660254037844387,-0.4999999999999998,3,0
2,33,65.08,0.0,35.517,7,0.8314696123025451,-0.5555702330196023,3,0
2,34,65.08,0.0,35.314,3,0.7933533402912352,-0.6087614290087207,3,0
2,35,65.08,0.0,33.469,8,0.7518398074789774,-0.6593458151000688,3,0
2,36,75.58,0.026,37.077,1,0.7071067811865476,-0.7071067811865475,3,0
2,37,75.58,0.026,32.473,4,0.659345815100069,-0.7518398074789773,3,0
2,38,75.58,0.026,32.742000000000004,4,0.6087614290087209,-0.793353340291235,3,0
2,39,75.58,0.026,26.549,1,0.5555702330196025,-0.831469612302545,3,0
2,40,79.68,0.095,27.625,1,0.49999999999999994,-0.8660254037844387,3,0
2,41,79.68,0.095,39.544000000000004,2,0.4422886902190017,-0.8968727415326881,3,0
2,42,79.68,0.095,39.958,6,0.3826834323650899,-0.9238795325112867,3,0
2,43,79.68,0.095,36.647,3,0.32143946530316175,-0.9469301294951056,3,0
2,44,74.29,0.154,36.106,5,0.258819045102521,-0.9659258262890682,3,0
2,45,74.29,0.154,36.12,3,0.19509032201612816,-0.9807852804032304,3,0
2,46,74.29,0.154,36.611999999999995,2,0.130526192220052,-0.9914448613738104,3,0
2,47,74.29,0.154,31.497999999999998,3,0.06540312923014312,-0.9978589232386035,3,0
2,48,73.7,0.217,30.836,0,1.2246467991473532e-16,-1.0,3,0
2,49,73.7,0.217,28.955999999999996,1,-0.06540312923014287,-0.9978589232386035,3,0
2,50,73.7,0.217,30.993000000000002,4,-0.13052619222005177,-0.9914448613738104,3,0
2,51,73.7,0.217,34.31499999999999,4,-0.19509032201612792,-0.9807852804032305,3,0
2,52,70.31,0.174,27.912,2,-0.2588190451025208,-0.9659258262890683,3,0
2,53,70.31,0.174,29.344000000000005,2,-0.32143946530316153,-0.9469301294951057,3,0
2,54,70.31,0.174,32.135999999999996,3,-0.38268343236508967,-0.9238795325112868,3,0
2,55,70.31,0.174,29.18300000000001,4,-0.44228869021900147,-0.8968727415326883,3,0
2,56,69.9,0.11,28.056999999999995,3,-0.4999999999999997,-0.8660254037844388,3,0
2,57,69.9,0.11,27.416,2,-0.555570233019602,-0.8314696123025455,3,0
2,58,69.9,0.11,27.669,2,-0.6087614290087207,-0.7933533402912352,3,0
2,59,69.9,0.11,22.279000000000003,2,-0.6593458151000688,-0.7518398074789774,3,0
2,60,68.45,0.053,22.229999999999997,3,-0.7071067811865471,-0.7071067811865479,3,0
2,61,68.45,0.053,20.169,4,-0.7518398074789773,-0.6593458151000691,3,0
2,62,68.45,0.053,26.548000000000002,2,-0.7933533402912349,-0.6087614290087209,3,0
2,63,68.45,0.053,25.844,1,-0.8314696123025452,-0.5555702330196022,3,0
2,64,70.0,0.002,23.972000000000005,1,-0.8660254037844385,-0.5000000000000004,3,0
2,65,70.0,0.002,24.398,4,-0.8968727415326883,-0.44228869021900136,3,0
2,66,70.0,0.002,26.607999999999997,4,-0.9238795325112868,-0.3826834323650895,3,0
2,67,70.0,0.002,30.287999999999997,1,-0.9469301294951056,-0.3214394653031618,3,0
2,68,73.7,0.0,26.532999999999998,1,-0.9659258262890683,-0.25881904510252063,3,0
2,69,73.7,0.0,27.704,4,-0.9807852804032303,-0.19509032201612866,3,0
2,70,73.7,0.0,29.745000000000005,2,-0.9914448613738104,-0.13052619222005163,3,0
2,71,73.7,0.0,29.656000000000002,7,-0.9978589232386035,-0.06540312923014273,3,0
2,72,83.7,0.0,26.847999999999995,4,-1.0,-1.8369701987210297e-16,3,0
2,73,83.7,0.0,35.483000000000004,3,-0.9978589232386036,0.06540312923014237,3,0
2,74,83.7,0.0,33.132000000000005,9,-0.9914448613738105,0.13052619222005127,3,0
2,75,83.7,0.0,29.052999999999997,3,-0.9807852804032304,0.1950903220161283,3,0
2,76,71.34,0.0,33.072,4,-0.9659258262890684,0.2588190451025203,3,0
2,77,71.34,0.0,29.953,3,-0.9469301294951057,0.3214394653031615,3,0
2,78,71.34,0.0,33.706,2,-0.923879532511287,0.38268343236508917,3,0
2,79,71.34,0.0,31.264000000000006,1,-0.8968727415326884,0.442288690219001,3,0
2,80,68.38,0.0,31.332000000000008,1,-0.8660254037844386,0.5000000000000001,3,0
2,81,68.38,0.0,33.14,2,-0.8314696123025455,0.5555702330196018,3,0
2,82,68.38,0.0,30.953999999999994,1,-0.7933533402912357,0.6087614290087199,3,0
2,83,68.38,0.0,31.399,4,-0.7518398074789772,0.6593458151000691,3,0
2,84,61.72,0.0,30.387999999999998,4,-0.7071067811865477,0.7071067811865474,3,0
2,85,61.72,0.0,32.433,3,-0.6593458151000687,0.7518398074789775,3,0
2,86,61.72,0.0,40.31,2,-0.608761429008721,0.7933533402912349,3,0
2,87,61.72,0.0,38.99699999999999,3,-0.555570233019603,0.8314696123025447,3,0
2,88,53.81,0.0,37.187,5,-0.5000000000000004,0.8660254037844384,3,0
2,89,53.81,0.0,30.982,4,-0.4422886902190014,0.8968727415326883,3,0
2,90,53.81,0.0,26.732,0,-0.38268343236508956,0.9238795325112868,3,0
2,91,53.81,0.0,22.846000000000004,1,-0.32143946530316186,0.9469301294951056,3,0
2,92,49.98,0.0,19.512999999999995,2,-0.25881904510252157,0.9659258262890681,3,0
2,93,49.98,0.0,17.271,2,-0.19509032201612872,0.9807852804032303,3,0
2,94,49.98,0.0,16.4,3,-0.13052619222005168,0.9914448613738104,3,0
2,95,49.98,0.0,20.116000000000003,2,-0.0654031292301428,0.9978589232386035,3,0
3,0,51.63,0.0,20.279,0,0.0,1.0,4,0
3,1,51.63,0.0,18.328000000000003,0,0.06540312923014306,0.9978589232386035,4,0
3,2,51.63,0.0,21.238,0,0.13052619222005157,0.9914448613738104,4,0
3,3,51.63,0.0,15.386000000000003,0,0.19509032201612825,0.9807852804032304,4,0
3,4,47.11,0.0,13.990000000000002,0,0.25881904510252074,0.9659258262890683,4,0
3,5,47.11,0.0,22.108,1,0.3214394653031616,0.9469301294951057,4,0
3,6,47.11,0.0,17.101000000000003,0,0.3826834323650898,0.9238795325112867,4,0
3,7,47.11,0.0,19.124000000000002,1,0.44228869021900125,0.8968727415326884,4,0
3,8,47.07,0.0,24.652000000000005,0,0.49999999999999994,0.8660254037844387,4,0
3,9,47.07,0.0,14.280999999999999,0,0.5555702330196022,0.8314696123025452,4,0
3,10,47.07,0.0,14.040999999999999,1,0.6087614290087207,0.7933533402912352,4,0
3,11,47.07,0.0,21.274,1,0.6593458151000688,0.7518398074789774,4,0
3,12,46.21,0.0,16.862000000000002,0,0.7071067811865476,0.7071067811865476,4,0
3,13,46.21,0.0,18.051,0,0.7518398074789774,0.6593458151000688,4,0
3,14,46.21,0.0,24.925000000000004,0,0.7933533402912352,0.6087614290087207,4,0
3,15,46.21,0.0,17.938,0,0.8314696123025451,0.5555702330196024,4,0
3,16,47.0,0.0,18.233999999999998,0,0.8660254037844386,0.5000000000000001,4,0
3,17,47.0,0.0,16.666,0,0.8968727415326884,0.44228869021900125,4,0
3,18,47.0,0.0,18.863,0,0.9238795325112867,0.38268343236508984,4,0
3,19,47.0,0.0,26.527000000000005,0,0.9469301294951056,0.3214394653031617,4,0
3,20,46.91,0.0,19.785000000000004,0,0.9659258262890683,0.25881904510252074,4,0
3,21,46.91,0.0,25.176999999999996,0,0.9807852804032304,0.19509032201612833,4,0
3,22,46.91,0.0,17.125,0,0.9914448613738104,0.1305261922200517,4,0
3,23,46.91,0.0,19.102,0,0.9978589232386035,0.06540312923014327,4,0
3,24,59.54,0.0,20.133,0,1.0,6.123233995736766e-17,4,0
3,25,59.54,0.0,22.198000000000004,0,0.9978589232386035,-0.06540312923014314,4,0
3,26,59.54,0.0,36.097,0,0.9914448613738104,-0.1305261922200516,4,0
3,27,59.54,0.0,25.568000000000005,0,0.9807852804032304,-0.1950903220161282,4,0
3,28,68.4,0.0,27.287,1,0.9659258262890683,-0.25881904510252063,4,0
3,29,68.4,0.0,28.195000000000004,1,0.9469301294951057,-0.3214394653031616,4,0
3,30,68.4,0.0,24.274,1,0.9238795325112868,-0.3826834323650895,4,0
3,31,68.4,0.0,28.487000000000005,2,0.8968727415326884,-0.44228869021900113,4,0
3,32,74.19,0.0,28.000999999999998,4,0.8660254037844387,-0.4999999999999998,4,0
3,33,74.19,0.0,28.245000000000005,2,0.8314696123025451,-0.5555702330196023,4,0
3,34,74.19,0.0,31.988,8,0.7933533402912352,-0.6087614290087207,4,0
3,35,74.19,0.0,33.06,8,0.7518398074789774,-0.6593458151000688,4,0
3,36,80.0,0.009,25.537,5,0.7071067811865476,-0.7071067811865475,4,0
3,37,80.0,0.009,23.721,3,0.659345815100069,-0.7518398074789773,4,0
